ID_Transaccion,Fecha_Hora,Monto_CLP,Medio_Pago,Pasarela_Origen,Pais_IP,Dispositivo,Score_Riesgo_Engine,Intentos_Fallidos_Previos,Es_Fraude
TXN-2026-00431,2026-08-17 04:28:00,229500.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.67,3,1
TXN-2026-00432,2026-03-22 20:29:00,8000.0,Tarjeta Debito,Webpay Plus,EE.UU.,Web Mobile,0.34,0,0
TXN-2026-00433,2026-05-06 05:07:00,32800.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.15,0,0
TXN-2026-00434,2026-02-28 22:40:00,106400.0,Tarjeta Debito,Kushki,Chile,Mobile App Android,0.4,0,0
TXN-2026-00435,2026-08-25 04:19:00,23900.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.33,0,0
TXN-2026-00436,2026-03-01 14:02:00,24400.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.06,1,0
TXN-2026-00437,2026-03-12 06:24:00,12800.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.04,0,0
TXN-2026-00438,2026-03-17 09:13:00,18800.0,Tarjeta Debito,Kushki,Chile,Mobile App Android,0.06,0,0
TXN-2026-00439,2026-06-22 18:11:00,3900.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.2,0,0
TXN-2026-00440,2026-07-27 09:49:00,89500.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App iOS,0.43,0,0
TXN-2026-00441,2026-02-06 18:16:00,6200.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.25,0,0
TXN-2026-00442,2026-07-22 04:41:00,49300.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.95,4,1
TXN-2026-00443,2026-03-04 19:02:00,21200.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.11,0,0
TXN-2026-00444,2026-01-21 15:01:00,24400.0,Tarjeta Debito,Webpay Plus,Colombia,Web Desktop,0.06,0,0
TXN-2026-00445,2026-03-06 20:25:00,1400.0,Tarjeta Credito,Mercado Pago,Argentina,Mobile App Android,0.36,0,0
TXN-2026-00446,2026-06-11 18:55:00,1600.0,Transferencia Khipu,Kushki,Perú,Web Desktop,0.15,0,0
TXN-2026-00447,2026-07-16 15:24:00,23400.0,Tarjeta Debito,Kushki,Argentina,Web Desktop,0.35,0,0
TXN-2026-00448,2026-03-10 21:31:00,30400.0,Prepago Digital,Webpay Plus,Colombia,Web Mobile,0.16,1,0
TXN-2026-00449,2026-07-31 19:22:00,12800.0,Prepago Digital,Getnet,Chile,Web Desktop,0.15,0,0
TXN-2026-00450,2026-02-16 06:13:00,12100.0,Tarjeta Debito,Webpay Plus,Colombia,Web Desktop,0.38,0,0
TXN-2026-00451,2026-01-31 18:00:00,18800.0,Prepago Digital,Getnet,Chile,Web Desktop,0.13,1,0
TXN-2026-00452,2026-05-25 10:14:00,29000.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.08,0,0
TXN-2026-00453,2026-06-07 02:21:00,8400.0,Prepago Digital,Mercado Pago,Perú,Mobile App iOS,0.04,0,0
TXN-2026-00454,2026-03-26 07:56:00,21200.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.16,0,0
TXN-2026-00455,2026-03-29 15:58:00,6600.0,Tarjeta Debito,Kushki,Perú,Mobile App iOS,0.25,0,0
TXN-2026-00456,2026-04-08 03:29:00,15900.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.1,0,0
TXN-2026-00457,2026-06-22 02:10:00,12500.0,Transferencia Khipu,Getnet,Chile,Mobile App iOS,0.27,0,0
TXN-2026-00458,2026-08-15 05:38:00,79200.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.07,0,0
TXN-2026-00459,2026-03-03 06:42:00,97200.0,Transferencia Khipu,Getnet,Chile,Mobile App iOS,0.24,0,0
TXN-2026-00460,2026-03-18 13:37:00,57100.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.19,0,0
TXN-2026-00461,2026-05-31 05:43:00,45700.0,Tarjeta Debito,Kushki,Chile,Mobile App Android,0.34,0,0
TXN-2026-00462,2026-02-25 01:34:00,11100.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.35,1,0
TXN-2026-00463,2026-03-13 10:01:00,14300.0,Tarjeta Debito,Kushki,Perú,Mobile App iOS,0.12,0,0
TXN-2026-00464,2026-01-20 20:02:00,67400.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.31,0,0
TXN-2026-00465,2026-08-04 08:20:00,2000.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.28,0,0
TXN-2026-00466,2026-08-13 17:13:00,22200.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.15,0,0
TXN-2026-00467,2026-02-06 13:44:00,8500.0,Tarjeta Credito,Webpay Plus,Colombia,Mobile App Android,0.06,0,0
TXN-2026-00468,2026-08-09 21:24:00,41800.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.21,0,0
TXN-2026-00469,2026-04-22 17:38:00,6100.0,Tarjeta Credito,Mercado Pago,Perú,Web Mobile,0.15,0,0
TXN-2026-00470,2026-03-10 22:04:00,5100.0,Prepago Digital,Webpay Plus,Colombia,Web Mobile,0.44,0,0
TXN-2026-00471,2026-03-13 17:12:00,31200.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.42,0,0
TXN-2026-00472,2026-06-24 06:03:00,3000.0,Prepago Digital,Mercado Pago,Chile,Mobile App iOS,0.42,0,0
TXN-2026-00473,2026-06-25 05:12:00,22700.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.04,0,0
TXN-2026-00474,2026-06-05 14:05:00,30900.0,Tarjeta Credito,Kushki,Perú,Mobile App Android,0.26,0,0
TXN-2026-00475,2026-03-11 23:28:00,16800.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.36,0,0
TXN-2026-00476,2026-02-11 14:35:00,7200.0,Tarjeta Credito,Webpay Plus,EE.UU.,Web Desktop,0.2,0,0
TXN-2026-00477,2026-05-08 07:04:00,306700.0,Prepago Digital,Webpay Plus,Perú,Web Mobile,0.32,0,0
TXN-2026-00478,2026-01-17 17:39:00,96000.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.35,0,0
TXN-2026-00479,2026-08-03 11:40:00,7400.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.16,0,0
TXN-2026-00480,2026-04-09 21:15:00,29300.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.43,1,0
TXN-2026-00481,2026-01-06 02:15:00,636700.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.69,3,1
TXN-2026-00482,2026-04-10 11:04:00,22100.0,Tarjeta Credito,Webpay Plus,Argentina,Web Desktop,0.32,0,0
TXN-2026-00483,2026-06-16 08:12:00,33900.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.42,1,0
TXN-2026-00484,2026-03-25 11:22:00,25700.0,Transferencia Khipu,Webpay Plus,Argentina,Web Desktop,0.39,0,0
TXN-2026-00485,2026-08-23 17:11:00,6500.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.43,0,0
TXN-2026-00486,2026-06-18 07:09:00,6800.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.15,0,0
TXN-2026-00487,2026-04-26 01:35:00,25100.0,Tarjeta Debito,Webpay Plus,Perú,Mobile App iOS,0.13,1,0
TXN-2026-00488,2026-08-12 04:42:00,36700.0,Prepago Digital,Webpay Plus,Chile,Web Desktop,0.15,1,0
TXN-2026-00489,2026-04-13 08:39:00,37000.0,Transferencia Khipu,Getnet,Chile,Mobile App Android,0.17,0,0
TXN-2026-00490,2026-06-06 17:32:00,40200.0,Tarjeta Debito,Mercado Pago,Perú,Web Mobile,0.22,1,0
TXN-2026-00491,2026-04-14 02:13:00,188200.0,Tarjeta Debito,Webpay Plus,Argentina,Web Desktop,0.96,4,1
TXN-2026-00492,2026-05-26 02:06:00,12600.0,Prepago Digital,Mercado Pago,Chile,Web Mobile,0.4,0,0
TXN-2026-00493,2026-07-09 19:24:00,113900.0,Tarjeta Debito,Webpay Plus,EE.UU.,Web Desktop,0.85,4,1
TXN-2026-00494,2026-03-26 11:32:00,13700.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.4,0,0
TXN-2026-00495,2026-06-11 16:05:00,2000.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.44,0,0
TXN-2026-00496,2026-02-15 11:36:00,1500.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App Android,0.44,0,0
TXN-2026-00497,2026-06-08 00:13:00,3600.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.33,0,0
TXN-2026-00498,2026-02-02 12:06:00,19300.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.4,0,0
TXN-2026-00499,2026-02-26 14:27:00,25100.0,Prepago Digital,Mercado Pago,Chile,Mobile App iOS,0.12,0,0
TXN-2026-00500,2026-03-31 22:40:00,4800.0,Prepago Digital,Getnet,Chile,Web Mobile,0.04,0,0
TXN-2026-00501,2026-01-28 06:58:00,22900.0,Tarjeta Debito,Webpay Plus,Argentina,Mobile App Android,0.03,0,0
TXN-2026-00502,2026-07-06 03:47:00,106700.0,Tarjeta Credito,Webpay Plus,Colombia,Web Mobile,0.8,3,1
TXN-2026-00503,2026-08-27 18:21:00,11100.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.23,0,0
TXN-2026-00504,2026-01-06 18:18:00,18000.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.4,0,0
TXN-2026-00505,2026-02-08 21:15:00,19700.0,Tarjeta Credito,Kushki,Perú,Web Mobile,0.26,0,0
TXN-2026-00506,2026-03-22 21:35:00,9200.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.24,0,0
TXN-2026-00507,2026-03-03 21:02:00,7800.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.25,0,0
TXN-2026-00508,2026-02-07 12:34:00,41000.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.41,0,0
TXN-2026-00509,2026-01-25 06:44:00,2300.0,Tarjeta Debito,Getnet,EE.UU.,Mobile App Android,0.18,0,0
TXN-2026-00510,2026-01-31 02:58:00,4600.0,Tarjeta Debito,Kushki,Perú,Mobile App Android,0.16,0,0
TXN-2026-00511,2026-03-28 21:46:00,16400.0,Transferencia Khipu,Mercado Pago,EE.UU.,Web Mobile,0.4,0,0
TXN-2026-00512,2026-08-14 07:05:00,1800.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.14,1,0
TXN-2026-00513,2026-01-15 20:02:00,4000.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App Android,0.07,0,0
TXN-2026-00514,2026-02-22 06:11:00,1600.0,Prepago Digital,Mercado Pago,Colombia,Web Mobile,0.17,0,0
TXN-2026-00515,2026-02-09 01:01:00,6900.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.17,0,0
TXN-2026-00516,2026-07-12 07:59:00,15400.0,Transferencia Khipu,Getnet,Chile,Mobile App Android,0.18,1,0
TXN-2026-00517,2026-01-26 15:04:00,6000.0,Prepago Digital,Kushki,Chile,Web Desktop,0.42,0,0
TXN-2026-00518,2026-04-21 15:54:00,41300.0,Tarjeta Debito,Getnet,Perú,Web Mobile,0.28,0,0
TXN-2026-00519,2026-02-08 22:19:00,63500.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.1,0,0
TXN-2026-00520,2026-06-16 07:05:00,10700.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.28,0,0
TXN-2026-00521,2026-02-03 22:39:00,17400.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.11,0,0
TXN-2026-00522,2026-01-12 18:42:00,14400.0,Prepago Digital,Mercado Pago,Chile,Web Mobile,0.04,0,0
TXN-2026-00523,2026-01-01 16:53:00,24200.0,Prepago Digital,Mercado Pago,Chile,Mobile App Android,0.35,1,0
TXN-2026-00524,2026-04-22 11:08:00,38900.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.11,1,0
TXN-2026-00525,2026-04-03 06:14:00,17900.0,Tarjeta Credito,Mercado Pago,Perú,Web Desktop,0.02,0,0
TXN-2026-00526,2026-05-15 18:45:00,15400.0,Tarjeta Credito,Getnet,Argentina,Web Mobile,0.09,0,0
TXN-2026-00527,2026-07-07 16:45:00,27000.0,Tarjeta Debito,Kushki,Chile,Mobile App Android,0.39,0,0
TXN-2026-00528,2026-05-05 00:58:00,144300.0,Tarjeta Debito,Kushki,Chile,Mobile App Android,0.85,5,1
TXN-2026-00529,2026-03-01 17:14:00,11600.0,Tarjeta Debito,Mercado Pago,EE.UU.,Mobile App iOS,0.34,0,0
TXN-2026-00530,2026-05-06 06:27:00,9500.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.35,0,0
TXN-2026-00531,2026-06-11 11:29:00,8900.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.44,0,0
TXN-2026-00532,2026-01-08 03:59:00,24300.0,Transferencia Khipu,Kushki,Chile,Web Mobile,0.23,1,0
TXN-2026-00533,2026-05-01 00:13:00,7600.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.27,0,0
TXN-2026-00534,2026-03-08 04:24:00,42200.0,Transferencia Khipu,Webpay Plus,Chile,Web Mobile,0.14,0,0
TXN-2026-00535,2026-04-18 01:15:00,40600.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.34,0,0
TXN-2026-00536,2026-04-12 15:55:00,25200.0,Tarjeta Credito,Mercado Pago,EE.UU.,Web Desktop,0.08,1,0
TXN-2026-00537,2026-04-21 21:55:00,5900.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.31,0,0
TXN-2026-00538,2026-06-26 14:54:00,163300.0,Tarjeta Debito,Kushki,Argentina,Mobile App iOS,0.22,0,0
TXN-2026-00539,2026-05-27 18:43:00,17600.0,Prepago Digital,Getnet,Chile,Web Desktop,0.34,0,0
TXN-2026-00540,2026-04-18 11:50:00,30800.0,Tarjeta Credito,Kushki,Colombia,Web Desktop,0.1,1,0
TXN-2026-00541,2026-02-12 05:55:00,12100.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.15,0,0
TXN-2026-00542,2026-05-29 23:22:00,22100.0,Prepago Digital,Kushki,Chile,Web Mobile,0.07,0,0
TXN-2026-00543,2026-07-05 19:59:00,25700.0,Prepago Digital,Mercado Pago,Chile,Web Mobile,0.24,1,0
TXN-2026-00544,2026-03-20 03:47:00,13200.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.03,0,0
TXN-2026-00545,2026-03-22 19:56:00,18700.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.37,0,0
TXN-2026-00546,2026-05-28 01:14:00,4500.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.33,0,0
TXN-2026-00547,2026-04-18 00:23:00,24100.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.27,1,0
TXN-2026-00548,2026-04-26 13:45:00,19800.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.08,1,0
TXN-2026-00549,2026-07-15 04:25:00,33800.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.37,0,0
TXN-2026-00550,2026-03-25 01:02:00,15500.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.28,0,0
TXN-2026-00551,2026-08-03 21:29:00,26100.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00552,2026-08-19 02:56:00,36600.0,Tarjeta Debito,Getnet,Argentina,Web Desktop,0.09,0,0
TXN-2026-00553,2026-05-06 11:21:00,9200.0,Transferencia Khipu,Kushki,Chile,Web Mobile,0.08,0,0
TXN-2026-00554,2026-07-03 02:41:00,22400.0,Tarjeta Debito,Getnet,EE.UU.,Web Mobile,0.15,0,0
TXN-2026-00555,2026-02-16 02:13:00,6900.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.11,0,0
TXN-2026-00556,2026-06-28 07:56:00,37800.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.03,0,0
TXN-2026-00557,2026-05-31 14:07:00,567400.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.91,3,1
TXN-2026-00558,2026-06-10 01:21:00,37900.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App Android,0.29,0,0
TXN-2026-00559,2026-06-02 20:22:00,25500.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.39,0,0
TXN-2026-00560,2026-07-16 09:38:00,35300.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.2,1,0
TXN-2026-00561,2026-01-03 16:59:00,3000.0,Tarjeta Credito,Getnet,EE.UU.,Mobile App iOS,0.05,0,0
TXN-2026-00562,2026-07-21 18:51:00,19000.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.33,1,0
TXN-2026-00563,2026-07-24 03:09:00,10500.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.14,0,0
TXN-2026-00564,2026-07-25 04:28:00,8000.0,Transferencia Khipu,Mercado Pago,Chile,Web Desktop,0.3,1,0
TXN-2026-00565,2026-07-22 11:34:00,121300.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.21,0,0
TXN-2026-00566,2026-02-06 04:42:00,5900.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.28,0,0
TXN-2026-00567,2026-08-18 11:42:00,12600.0,Prepago Digital,Getnet,Chile,Mobile App iOS,0.34,0,0
TXN-2026-00568,2026-05-08 00:18:00,25400.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.42,0,0
TXN-2026-00569,2026-01-28 02:35:00,11200.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.13,0,0
TXN-2026-00570,2026-02-11 04:26:00,3400.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.01,1,0
TXN-2026-00571,2026-03-02 16:45:00,6800.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.41,0,0
TXN-2026-00572,2026-02-03 13:32:00,8600.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.09,0,0
TXN-2026-00573,2026-08-17 10:18:00,3300.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.21,0,0
TXN-2026-00574,2026-08-26 16:39:00,185200.0,Prepago Digital,Getnet,Argentina,Web Desktop,0.32,0,0
TXN-2026-00575,2026-01-25 07:28:00,8900.0,Tarjeta Debito,Getnet,EE.UU.,Mobile App iOS,0.35,0,0
TXN-2026-00576,2026-04-02 09:35:00,15800.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.05,0,0
TXN-2026-00577,2026-07-04 11:18:00,5600.0,Tarjeta Debito,Webpay Plus,Perú,Web Desktop,0.14,0,0
TXN-2026-00578,2026-06-19 23:18:00,16900.0,Prepago Digital,Mercado Pago,Chile,Web Desktop,0.03,0,0
TXN-2026-00579,2026-04-07 06:08:00,58500.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.66,5,1
TXN-2026-00580,2026-08-03 20:46:00,59000.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.06,0,0
TXN-2026-00581,2026-04-26 13:00:00,16300.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App iOS,0.09,0,0
TXN-2026-00582,2026-04-22 09:20:00,11700.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.34,0,0
TXN-2026-00583,2026-05-16 17:39:00,5700.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App iOS,0.87,3,1
TXN-2026-00584,2026-05-14 05:49:00,4200.0,Tarjeta Debito,Webpay Plus,Chile,Web Desktop,0.19,0,0
TXN-2026-00585,2026-04-06 20:47:00,6900.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.25,0,0
TXN-2026-00586,2026-04-08 00:34:00,52000.0,Prepago Digital,Webpay Plus,Chile,Web Desktop,0.38,0,0
TXN-2026-00587,2026-07-18 22:11:00,9000.0,Tarjeta Debito,Webpay Plus,Perú,Web Desktop,0.03,0,0
TXN-2026-00588,2026-04-26 22:31:00,40000.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.41,0,0
TXN-2026-00589,2026-04-23 12:12:00,6100.0,Prepago Digital,Webpay Plus,Argentina,Web Desktop,0.33,1,0
TXN-2026-00590,2026-01-16 13:55:00,73600.0,Prepago Digital,Kushki,Chile,Web Desktop,0.21,0,0
TXN-2026-00591,2026-08-06 18:40:00,42500.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.07,0,0
TXN-2026-00592,2026-06-12 18:54:00,26600.0,Tarjeta Credito,Webpay Plus,Perú,Mobile App iOS,0.14,0,0
TXN-2026-00593,2026-07-13 05:36:00,16900.0,Tarjeta Credito,Mercado Pago,EE.UU.,Web Desktop,0.34,0,0
TXN-2026-00594,2026-07-07 07:20:00,4100.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.2,1,0
TXN-2026-00595,2026-01-30 16:06:00,37900.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.26,1,0
TXN-2026-00596,2026-08-07 01:44:00,436200.0,Transferencia Khipu,Kushki,Chile,Web Mobile,0.94,4,1
TXN-2026-00597,2026-01-14 15:15:00,103800.0,Prepago Digital,Webpay Plus,Chile,Mobile App Android,0.1,0,0
TXN-2026-00598,2026-02-22 03:02:00,6800.0,Tarjeta Debito,Kushki,Perú,Mobile App Android,0.15,0,0
TXN-2026-00599,2026-01-08 01:43:00,112100.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.86,5,1
TXN-2026-00600,2026-04-28 19:00:00,38700.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App Android,0.04,0,0
TXN-2026-00601,2026-06-29 19:55:00,99600.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.95,4,1
TXN-2026-00602,2026-04-18 10:16:00,21800.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.1,1,0
TXN-2026-00603,2026-06-27 03:32:00,12100.0,Prepago Digital,Getnet,Chile,Mobile App Android,0.37,1,0
TXN-2026-00604,2026-06-03 20:20:00,38700.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.29,1,0
TXN-2026-00605,2026-04-13 05:22:00,38800.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.27,0,0
TXN-2026-00606,2026-05-27 07:02:00,12700.0,Tarjeta Credito,Webpay Plus,Perú,Mobile App Android,0.43,0,0
TXN-2026-00607,2026-08-15 08:41:00,19100.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.34,0,0
TXN-2026-00608,2026-01-18 03:09:00,36100.0,Prepago Digital,Mercado Pago,Chile,Mobile App Android,0.24,0,0
TXN-2026-00609,2026-01-01 04:56:00,16200.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.06,0,0
TXN-2026-00610,2026-04-25 03:19:00,7400.0,Transferencia Khipu,Mercado Pago,Chile,Mobile App iOS,0.31,0,0
TXN-2026-00611,2026-06-11 11:02:00,2100.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.03,0,0
TXN-2026-00612,2026-08-27 17:30:00,55800.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.29,0,0
TXN-2026-00613,2026-04-06 17:16:00,4700.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.24,0,0
TXN-2026-00614,2026-05-31 00:01:00,3500.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.14,0,0
TXN-2026-00615,2026-04-15 19:53:00,1900.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.29,0,0
TXN-2026-00616,2026-05-10 16:12:00,12700.0,Prepago Digital,Kushki,Chile,Web Desktop,0.21,0,0
TXN-2026-00617,2026-03-15 03:43:00,216200.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.79,3,1
TXN-2026-00618,2026-07-12 04:53:00,7300.0,Tarjeta Credito,Kushki,Perú,Web Mobile,0.22,1,0
TXN-2026-00619,2026-08-25 21:53:00,7800.0,Tarjeta Credito,Getnet,Argentina,Web Mobile,0.19,0,0
TXN-2026-00620,2026-02-26 05:25:00,5300.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.45,0,0
TXN-2026-00621,2026-07-13 12:41:00,18900.0,Transferencia Khipu,Webpay Plus,Chile,Web Desktop,0.08,1,0
TXN-2026-00622,2026-05-23 09:17:00,700.0,Prepago Digital,Mercado Pago,Colombia,Web Desktop,0.11,1,0
TXN-2026-00623,2026-03-18 09:11:00,7100.0,Transferencia Khipu,Webpay Plus,EE.UU.,Web Mobile,0.02,0,0
TXN-2026-00624,2026-03-11 06:02:00,25500.0,Tarjeta Debito,Kushki,EE.UU.,Web Desktop,0.43,0,0
TXN-2026-00625,2026-03-08 22:52:00,5900.0,Tarjeta Credito,Webpay Plus,Perú,Web Desktop,0.34,0,0
TXN-2026-00626,2026-02-26 14:50:00,12700.0,Tarjeta Credito,Webpay Plus,EE.UU.,Mobile App Android,0.29,0,0
TXN-2026-00627,2026-03-22 10:56:00,9100.0,Prepago Digital,Getnet,Chile,Mobile App iOS,0.27,0,0
TXN-2026-00628,2026-02-11 03:22:00,2400.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.38,0,0
TXN-2026-00629,2026-03-16 05:01:00,35300.0,Transferencia Khipu,Getnet,Chile,Web Mobile,0.36,1,0
TXN-2026-00630,2026-08-13 00:14:00,18600.0,Prepago Digital,Getnet,Chile,Web Desktop,0.32,0,0
TXN-2026-00631,2026-06-26 00:33:00,17200.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.19,0,0
TXN-2026-00632,2026-04-21 22:02:00,8300.0,Tarjeta Debito,Getnet,EE.UU.,Web Desktop,0.25,0,0
TXN-2026-00633,2026-07-26 05:01:00,27800.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.84,5,1
TXN-2026-00634,2026-04-25 23:59:00,10500.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.44,0,0
TXN-2026-00635,2026-04-15 03:11:00,12700.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App Android,0.01,0,0
TXN-2026-00636,2026-02-12 20:11:00,21700.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.2,0,0
TXN-2026-00637,2026-08-04 21:55:00,7500.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.3,0,0
TXN-2026-00638,2026-02-20 13:32:00,8700.0,Tarjeta Credito,Mercado Pago,Perú,Mobile App iOS,0.41,0,0
TXN-2026-00639,2026-01-23 06:39:00,38500.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.33,0,0
TXN-2026-00640,2026-04-25 05:18:00,75500.0,Tarjeta Debito,Kushki,Perú,Mobile App iOS,0.28,1,0
TXN-2026-00641,2026-02-17 09:57:00,7400.0,Tarjeta Debito,Getnet,Colombia,Mobile App iOS,0.28,0,0
TXN-2026-00642,2026-05-23 04:15:00,17400.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.17,0,0
TXN-2026-00643,2026-05-10 00:01:00,134100.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.13,0,0
TXN-2026-00644,2026-07-22 09:04:00,13500.0,Prepago Digital,Getnet,Chile,Web Mobile,0.42,0,0
TXN-2026-00645,2026-05-13 07:26:00,38000.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.44,0,0
TXN-2026-00646,2026-02-27 06:12:00,12500.0,Prepago Digital,Getnet,Chile,Web Mobile,0.32,0,0
TXN-2026-00647,2026-01-19 15:13:00,15000.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.66,3,1
