ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-00378,2026-07-03 13:01:00,Las Condes,32.1,48.0,39.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8200.0
ENV-2026-00379,2026-08-07 22:29:00,Quilicura,4.8,48.0,58.6,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4000.0
ENV-2026-00380,2026-08-27 01:53:00,Las Condes,10.8,12.0,16.4,Fallido,Dirección Incorrecta,Furgón 1.5T,4500.0
ENV-2026-00381,2026-07-04 18:54:00,Maipú,4.1,48.0,24.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,3700.0
ENV-2026-00382,2026-08-23 22:00:00,San Bernardo,17.2,24.0,17.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,5600.0
ENV-2026-00383,2026-08-08 11:00:00,Pudahuel,21.7,12.0,8.5,Entregado a Tiempo,Sin Falla,Camión 3.5T,6500.0
ENV-2026-00384,2026-08-05 01:55:00,Pudahuel,23.9,24.0,24.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6900.0
ENV-2026-00385,2026-08-25 13:48:00,San Bernardo,30.7,24.0,15.5,Entregado a Tiempo,Sin Falla,Motocicleta,7700.0
ENV-2026-00386,2026-08-11 09:18:00,La Florida,33.0,12.0,10.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-00387,2026-07-12 23:11:00,Pudahuel,4.3,48.0,47.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3500.0
ENV-2026-00388,2026-07-25 16:54:00,Quilicura,6.3,24.0,37.6,Fallido,Tráfico/Congestión,Furgón 1.5T,4100.0
ENV-2026-00389,2026-07-11 21:06:00,Santiago,33.3,24.0,31.6,Fallido,Dirección Incorrecta,Furgón 1.5T,8200.0
ENV-2026-00390,2026-08-20 01:33:00,Pudahuel,30.7,48.0,74.6,Fallido,Dirección Incorrecta,Furgón 1.5T,7900.0
ENV-2026-00391,2026-08-11 04:08:00,La Florida,27.6,12.0,7.7,Entregado a Tiempo,Sin Falla,Motocicleta,7400.0
ENV-2026-00392,2026-07-10 20:21:00,Las Condes,25.5,24.0,14.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00393,2026-08-24 12:08:00,La Florida,15.6,12.0,13.2,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5600.0
ENV-2026-00394,2026-08-26 20:18:00,Pudahuel,7.7,48.0,47.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00395,2026-08-02 09:41:00,Santiago,18.3,24.0,30.0,Entregado con Atraso,Cliente Ausente,Camión 3.5T,5800.0
ENV-2026-00396,2026-07-14 04:24:00,Quilicura,32.1,48.0,79.2,Fallido,Dirección Incorrecta,Furgón 1.5T,8000.0
ENV-2026-00397,2026-08-18 22:53:00,Las Condes,21.6,48.0,37.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6500.0
ENV-2026-00398,2026-08-06 14:20:00,Santiago,24.1,24.0,52.9,Fallido,Dirección Incorrecta,Motocicleta,6800.0
ENV-2026-00399,2026-07-14 15:57:00,Pudahuel,18.8,24.0,18.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,6000.0
ENV-2026-00400,2026-08-28 00:18:00,Maipú,24.8,24.0,35.5,Fallido,Tráfico/Congestión,Motocicleta,7200.0
ENV-2026-00401,2026-07-05 10:52:00,Pudahuel,26.9,12.0,11.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00402,2026-07-21 04:03:00,San Bernardo,8.5,48.0,64.9,Fallido,Tráfico/Congestión,Furgón 1.5T,4200.0
ENV-2026-00403,2026-07-09 14:36:00,La Florida,29.3,24.0,38.2,Fallido,Dirección Incorrecta,Furgón 1.5T,7600.0
ENV-2026-00404,2026-08-23 21:19:00,Las Condes,19.4,24.0,22.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00405,2026-08-10 10:33:00,San Bernardo,21.5,24.0,45.8,Fallido,Tráfico/Congestión,Furgón Eléctrico,6300.0
ENV-2026-00406,2026-08-05 04:31:00,Las Condes,17.6,24.0,34.5,Fallido,Dirección Incorrecta,Motocicleta,5600.0
ENV-2026-00407,2026-07-10 01:04:00,Las Condes,30.7,24.0,25.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7800.0
ENV-2026-00408,2026-07-24 05:31:00,Maipú,27.3,48.0,91.2,Fallido,Cliente Ausente,Furgón Eléctrico,7400.0
ENV-2026-00409,2026-08-04 07:29:00,Las Condes,34.1,48.0,117.2,Fallido,Dirección Incorrecta,Furgón 1.5T,8600.0
ENV-2026-00410,2026-08-11 01:42:00,Maipú,5.2,48.0,71.3,Fallido,Tráfico/Congestión,Furgón 1.5T,4000.0
ENV-2026-00411,2026-07-07 17:39:00,Quilicura,4.4,24.0,16.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-00412,2026-08-29 21:21:00,Puente Alto,31.5,24.0,21.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8200.0
ENV-2026-00413,2026-07-31 03:48:00,Maipú,24.5,12.0,13.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6800.0
ENV-2026-00414,2026-08-22 14:26:00,Pudahuel,3.9,24.0,20.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4000.0
ENV-2026-00415,2026-08-19 13:16:00,Maipú,20.5,12.0,13.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5900.0
ENV-2026-00416,2026-07-16 08:21:00,La Florida,21.3,24.0,17.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-00417,2026-07-04 14:02:00,Las Condes,6.0,24.0,11.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4400.0
ENV-2026-00418,2026-08-04 17:43:00,Las Condes,6.5,48.0,60.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4500.0
ENV-2026-00419,2026-08-08 22:21:00,San Bernardo,29.8,24.0,15.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7600.0
ENV-2026-00420,2026-08-10 17:00:00,La Florida,19.2,24.0,28.6,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6300.0
ENV-2026-00421,2026-08-22 04:15:00,Santiago,26.3,48.0,71.9,Fallido,Tráfico/Congestión,Furgón 1.5T,6800.0
ENV-2026-00422,2026-07-18 00:49:00,Santiago,18.3,24.0,20.0,Entregado a Tiempo,Sin Falla,Motocicleta,6000.0
ENV-2026-00423,2026-07-28 22:16:00,Puente Alto,9.3,24.0,23.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4500.0
ENV-2026-00424,2026-08-24 10:26:00,Pudahuel,4.9,24.0,24.8,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4200.0
ENV-2026-00425,2026-07-25 14:31:00,Quilicura,31.7,24.0,14.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7600.0
ENV-2026-00426,2026-08-26 15:56:00,Maipú,19.9,24.0,52.7,Fallido,Dirección Incorrecta,Furgón 1.5T,5900.0
ENV-2026-00427,2026-08-22 10:12:00,Maipú,9.0,24.0,26.4,Entregado con Atraso,Cliente Ausente,Motocicleta,4700.0
ENV-2026-00428,2026-08-01 09:56:00,Santiago,18.4,12.0,14.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5600.0
ENV-2026-00429,2026-08-06 17:57:00,Puente Alto,21.3,48.0,38.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6600.0
ENV-2026-00430,2026-08-21 00:51:00,La Florida,32.7,24.0,33.8,Fallido,Dirección Incorrecta,Furgón Eléctrico,8100.0
ENV-2026-00431,2026-08-21 21:48:00,Santiago,4.7,24.0,28.6,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,4000.0
ENV-2026-00432,2026-08-27 08:47:00,Maipú,10.9,12.0,9.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4700.0
ENV-2026-00433,2026-07-27 02:28:00,Santiago,22.6,48.0,46.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-00434,2026-07-02 17:51:00,Pudahuel,7.5,24.0,37.4,Fallido,Cliente Ausente,Furgón 1.5T,4000.0
ENV-2026-00435,2026-08-18 07:28:00,San Bernardo,18.2,24.0,21.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6000.0
ENV-2026-00436,2026-07-26 00:58:00,Puente Alto,20.5,24.0,13.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,6100.0
ENV-2026-00437,2026-08-05 21:47:00,Pudahuel,5.5,48.0,86.2,Fallido,Dirección Incorrecta,Furgón 1.5T,4200.0
ENV-2026-00438,2026-08-23 23:00:00,Pudahuel,30.4,24.0,27.7,Entregado con Atraso,Cliente Ausente,Motocicleta,7700.0
ENV-2026-00439,2026-07-13 21:15:00,Maipú,27.4,24.0,49.3,Fallido,Cliente Ausente,Furgón 1.5T,7000.0
ENV-2026-00440,2026-08-18 22:50:00,Quilicura,33.2,24.0,26.7,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,8100.0
ENV-2026-00441,2026-08-01 09:32:00,Puente Alto,17.7,48.0,77.3,Fallido,Dirección Incorrecta,Motocicleta,6100.0
ENV-2026-00442,2026-07-09 23:12:00,Las Condes,17.0,24.0,10.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5500.0
ENV-2026-00443,2026-08-03 18:52:00,Las Condes,25.7,24.0,19.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-00444,2026-07-06 19:44:00,Santiago,21.5,24.0,25.5,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6400.0
ENV-2026-00445,2026-08-05 22:52:00,Las Condes,7.5,12.0,19.2,Fallido,Dirección Incorrecta,Furgón 1.5T,4400.0
ENV-2026-00446,2026-08-14 03:59:00,Pudahuel,34.8,24.0,33.7,Fallido,Dirección Incorrecta,Furgón 1.5T,8400.0
ENV-2026-00447,2026-07-23 03:54:00,Pudahuel,27.8,12.0,12.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-00448,2026-08-14 02:01:00,La Florida,8.8,24.0,31.6,Fallido,Zona Inaccesible,Motocicleta,4500.0
ENV-2026-00449,2026-08-04 13:52:00,Quilicura,18.6,24.0,15.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6100.0
ENV-2026-00450,2026-07-02 13:04:00,Santiago,14.4,24.0,19.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-00451,2026-07-26 16:11:00,Maipú,17.8,48.0,49.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5900.0
ENV-2026-00452,2026-07-20 11:26:00,Las Condes,24.0,24.0,21.1,Entregado a Tiempo,Sin Falla,Motocicleta,6600.0
ENV-2026-00453,2026-08-20 16:27:00,Pudahuel,8.0,12.0,15.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4100.0
ENV-2026-00454,2026-08-24 22:52:00,Quilicura,8.5,48.0,50.6,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4800.0
ENV-2026-00455,2026-07-13 16:53:00,Maipú,34.0,24.0,41.0,Fallido,Tráfico/Congestión,Furgón 1.5T,8600.0
ENV-2026-00456,2026-07-01 03:36:00,Puente Alto,34.3,24.0,16.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8400.0
ENV-2026-00457,2026-08-09 20:02:00,Pudahuel,5.4,24.0,23.5,Entregado a Tiempo,Sin Falla,Motocicleta,4000.0
ENV-2026-00458,2026-08-17 18:18:00,Maipú,22.7,24.0,28.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6600.0
ENV-2026-00459,2026-07-18 13:50:00,Pudahuel,17.6,12.0,16.7,Fallido,Tráfico/Congestión,Furgón Eléctrico,5700.0
ENV-2026-00460,2026-08-06 22:21:00,Puente Alto,5.2,24.0,23.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,4200.0
ENV-2026-00461,2026-08-23 12:01:00,Las Condes,20.4,24.0,26.5,Entregado con Atraso,Cliente Ausente,Camión 3.5T,6000.0
ENV-2026-00462,2026-08-25 14:44:00,Quilicura,18.4,24.0,29.6,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5800.0
ENV-2026-00463,2026-07-26 11:34:00,Santiago,25.8,24.0,20.1,Entregado a Tiempo,Sin Falla,Motocicleta,6900.0
ENV-2026-00464,2026-08-04 20:02:00,San Bernardo,24.9,12.0,22.5,Fallido,Cliente Ausente,Furgón Eléctrico,7200.0
ENV-2026-00465,2026-08-26 14:35:00,Las Condes,12.4,24.0,30.3,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4800.0
ENV-2026-00466,2026-07-29 18:23:00,Santiago,32.7,24.0,44.3,Fallido,Cliente Ausente,Furgón 1.5T,8300.0
ENV-2026-00467,2026-08-29 19:56:00,San Bernardo,14.2,24.0,19.1,Entregado a Tiempo,Sin Falla,Motocicleta,5300.0
ENV-2026-00468,2026-08-26 15:54:00,Puente Alto,30.3,12.0,12.6,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7400.0
ENV-2026-00469,2026-07-30 11:18:00,Maipú,27.6,24.0,21.9,Entregado a Tiempo,Sin Falla,Motocicleta,7000.0
ENV-2026-00470,2026-07-25 13:33:00,San Bernardo,11.3,24.0,22.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-00471,2026-08-09 07:16:00,Pudahuel,24.3,48.0,23.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-00472,2026-08-03 14:12:00,Maipú,34.2,48.0,51.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8100.0
ENV-2026-00473,2026-07-10 01:31:00,San Bernardo,13.7,12.0,8.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-00474,2026-08-25 15:20:00,Las Condes,25.7,24.0,31.4,Fallido,Cliente Ausente,Furgón 1.5T,7200.0
ENV-2026-00475,2026-07-05 02:24:00,Las Condes,5.8,12.0,7.7,Entregado a Tiempo,Sin Falla,Motocicleta,3800.0
ENV-2026-00476,2026-08-15 00:03:00,Las Condes,14.5,24.0,39.4,Fallido,Dirección Incorrecta,Camión 3.5T,5000.0
ENV-2026-00477,2026-08-04 01:57:00,Las Condes,5.4,24.0,26.7,Entregado con Atraso,Cliente Ausente,Camión 3.5T,3800.0
ENV-2026-00478,2026-07-23 05:57:00,Pudahuel,8.5,12.0,12.5,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4600.0
ENV-2026-00479,2026-08-25 17:01:00,Santiago,25.7,24.0,21.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,7300.0
ENV-2026-00480,2026-07-08 03:35:00,Santiago,7.3,24.0,27.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4200.0
ENV-2026-00481,2026-08-28 07:03:00,Pudahuel,9.3,24.0,44.8,Fallido,Cliente Ausente,Furgón 1.5T,4400.0
ENV-2026-00482,2026-07-28 20:37:00,Maipú,17.3,12.0,15.9,Fallido,Dirección Incorrecta,Camión 3.5T,6000.0
ENV-2026-00483,2026-08-04 18:46:00,La Florida,18.2,12.0,16.2,Fallido,Dirección Incorrecta,Furgón 1.5T,5900.0
ENV-2026-00484,2026-07-24 01:43:00,La Florida,9.4,24.0,21.5,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-00485,2026-07-07 23:32:00,Maipú,27.7,48.0,35.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7000.0
ENV-2026-00486,2026-08-18 19:21:00,Maipú,30.3,12.0,10.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7500.0
ENV-2026-00487,2026-08-09 17:37:00,Santiago,30.9,12.0,9.0,Entregado a Tiempo,Sin Falla,Camión 3.5T,7500.0
ENV-2026-00488,2026-07-25 16:07:00,Las Condes,22.3,24.0,22.7,Entregado a Tiempo,Sin Falla,Motocicleta,6700.0
ENV-2026-00489,2026-08-04 23:35:00,Maipú,27.9,12.0,11.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7400.0
ENV-2026-00490,2026-07-06 16:55:00,Puente Alto,3.7,24.0,48.8,Fallido,Cliente Ausente,Furgón 1.5T,3500.0
ENV-2026-00491,2026-07-27 13:46:00,Pudahuel,34.6,48.0,88.3,Fallido,Tráfico/Congestión,Furgón 1.5T,8400.0
ENV-2026-00492,2026-08-24 23:07:00,Quilicura,28.6,24.0,28.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7200.0
ENV-2026-00493,2026-07-04 17:35:00,Santiago,9.8,24.0,25.2,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4500.0
ENV-2026-00494,2026-08-04 01:59:00,Quilicura,5.5,24.0,32.4,Fallido,Cliente Ausente,Motocicleta,3800.0
ENV-2026-00495,2026-08-14 03:50:00,Maipú,14.2,24.0,24.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5500.0
ENV-2026-00496,2026-07-28 04:18:00,Quilicura,28.0,24.0,15.5,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7000.0
ENV-2026-00497,2026-08-03 17:51:00,San Bernardo,32.9,24.0,14.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8400.0
ENV-2026-00498,2026-07-05 03:25:00,Quilicura,15.6,12.0,12.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5400.0
ENV-2026-00499,2026-07-10 15:15:00,San Bernardo,21.6,24.0,28.4,Entregado con Atraso,Cliente Ausente,Motocicleta,6600.0
ENV-2026-00500,2026-07-26 18:26:00,Las Condes,34.1,24.0,15.3,Entregado a Tiempo,Sin Falla,Camión 3.5T,8500.0
ENV-2026-00501,2026-08-23 02:19:00,Pudahuel,18.8,24.0,21.5,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6000.0
ENV-2026-00502,2026-07-05 19:58:00,Las Condes,22.1,48.0,50.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6800.0
ENV-2026-00503,2026-07-09 03:01:00,Santiago,31.1,24.0,25.9,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,8100.0
ENV-2026-00504,2026-08-22 01:57:00,Santiago,3.8,24.0,34.8,Fallido,Tráfico/Congestión,Motocicleta,3900.0
ENV-2026-00505,2026-08-09 19:22:00,Santiago,28.6,48.0,47.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00506,2026-07-09 16:52:00,Quilicura,23.9,24.0,14.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-00507,2026-08-19 20:09:00,Puente Alto,19.5,24.0,19.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5900.0
ENV-2026-00508,2026-07-04 05:23:00,Maipú,23.7,12.0,9.8,Entregado a Tiempo,Sin Falla,Motocicleta,6900.0
ENV-2026-00509,2026-08-14 12:12:00,San Bernardo,9.4,48.0,28.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4500.0
ENV-2026-00510,2026-07-28 21:17:00,La Florida,32.1,24.0,17.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8200.0
ENV-2026-00511,2026-07-20 18:13:00,San Bernardo,16.0,24.0,25.5,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,5800.0
ENV-2026-00512,2026-07-27 17:07:00,Santiago,22.0,24.0,24.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6600.0
ENV-2026-00513,2026-08-22 09:28:00,Maipú,12.4,24.0,19.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00514,2026-08-17 13:59:00,Maipú,28.9,24.0,40.0,Fallido,Tráfico/Congestión,Motocicleta,7700.0
ENV-2026-00515,2026-07-16 15:58:00,La Florida,21.2,24.0,35.1,Fallido,Zona Inaccesible,Motocicleta,6600.0
ENV-2026-00516,2026-08-25 03:31:00,Pudahuel,21.3,24.0,15.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6600.0
ENV-2026-00517,2026-08-19 16:31:00,Pudahuel,30.5,24.0,19.5,Entregado a Tiempo,Sin Falla,Motocicleta,7800.0
ENV-2026-00518,2026-07-31 21:34:00,San Bernardo,33.0,24.0,26.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7900.0
ENV-2026-00519,2026-07-15 07:54:00,Pudahuel,24.8,24.0,18.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7000.0
ENV-2026-00520,2026-08-25 07:56:00,Santiago,8.0,48.0,54.4,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4300.0
ENV-2026-00521,2026-07-29 08:55:00,Santiago,5.4,24.0,18.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,4000.0
ENV-2026-00522,2026-07-18 13:24:00,Maipú,12.7,24.0,15.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5100.0
ENV-2026-00523,2026-07-11 15:40:00,Puente Alto,16.1,24.0,77.5,Fallido,Tráfico/Congestión,Camión 3.5T,5700.0
ENV-2026-00524,2026-08-17 01:17:00,Santiago,21.8,12.0,17.9,Fallido,Dirección Incorrecta,Furgón 1.5T,6200.0
ENV-2026-00525,2026-07-17 22:23:00,Las Condes,33.5,12.0,10.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8400.0
ENV-2026-00526,2026-08-13 10:19:00,La Florida,14.4,24.0,24.6,Entregado con Atraso,Cliente Ausente,Motocicleta,5100.0
ENV-2026-00527,2026-08-07 23:05:00,Pudahuel,9.6,48.0,32.5,Entregado a Tiempo,Sin Falla,Motocicleta,4900.0
ENV-2026-00528,2026-08-15 10:10:00,Quilicura,35.0,24.0,36.2,Fallido,Cliente Ausente,Motocicleta,8300.0
ENV-2026-00529,2026-07-09 20:47:00,Santiago,6.0,24.0,23.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-00530,2026-07-03 13:13:00,La Florida,28.7,12.0,4.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,7500.0
ENV-2026-00531,2026-08-21 13:52:00,Maipú,31.9,48.0,32.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00532,2026-08-06 21:29:00,Pudahuel,5.5,24.0,58.1,Fallido,Tráfico/Congestión,Furgón 1.5T,3700.0
ENV-2026-00533,2026-07-15 10:14:00,Las Condes,26.9,12.0,8.4,Entregado a Tiempo,Sin Falla,Motocicleta,7400.0
ENV-2026-00534,2026-07-02 19:40:00,Las Condes,25.8,24.0,28.5,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,7100.0
ENV-2026-00535,2026-08-20 01:24:00,Las Condes,20.3,48.0,57.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5800.0
ENV-2026-00536,2026-07-05 04:10:00,Las Condes,27.6,24.0,35.2,Fallido,Dirección Incorrecta,Furgón 1.5T,7400.0
ENV-2026-00537,2026-08-22 17:02:00,Puente Alto,21.3,12.0,11.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6400.0
ENV-2026-00538,2026-07-20 22:28:00,La Florida,9.1,48.0,86.0,Fallido,Cliente Ausente,Motocicleta,4600.0
ENV-2026-00539,2026-08-08 09:33:00,Quilicura,14.0,24.0,19.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,5100.0
ENV-2026-00540,2026-08-09 17:16:00,Maipú,34.8,48.0,38.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,8600.0
ENV-2026-00541,2026-07-16 11:24:00,Las Condes,14.8,24.0,25.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5200.0
ENV-2026-00542,2026-07-03 19:51:00,Puente Alto,17.6,12.0,15.6,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,5600.0
ENV-2026-00543,2026-07-22 05:16:00,San Bernardo,8.0,24.0,25.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4500.0
ENV-2026-00544,2026-08-02 04:37:00,Maipú,17.4,24.0,23.2,Entregado a Tiempo,Sin Falla,Motocicleta,5700.0
ENV-2026-00545,2026-08-11 22:10:00,Puente Alto,7.5,48.0,28.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4500.0
ENV-2026-00546,2026-07-16 04:38:00,La Florida,19.6,12.0,8.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00547,2026-07-19 07:55:00,La Florida,15.3,12.0,8.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5700.0
ENV-2026-00548,2026-08-06 20:40:00,La Florida,5.7,24.0,20.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-00549,2026-07-22 13:58:00,Quilicura,12.9,24.0,23.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4900.0
ENV-2026-00550,2026-07-07 09:27:00,Maipú,20.6,12.0,11.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,6200.0
ENV-2026-00551,2026-07-14 11:03:00,Puente Alto,17.2,24.0,24.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5900.0
ENV-2026-00552,2026-07-24 05:09:00,Puente Alto,11.0,12.0,11.3,Entregado a Tiempo,Sin Falla,Motocicleta,4800.0
ENV-2026-00553,2026-08-11 18:58:00,Quilicura,25.5,24.0,41.7,Fallido,Dirección Incorrecta,Furgón 1.5T,7200.0
ENV-2026-00554,2026-08-03 18:50:00,San Bernardo,18.7,48.0,54.1,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5700.0
ENV-2026-00555,2026-08-02 06:20:00,San Bernardo,16.5,48.0,53.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5900.0
ENV-2026-00556,2026-08-26 08:51:00,Puente Alto,23.7,24.0,30.7,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6800.0
ENV-2026-00557,2026-08-11 07:59:00,Maipú,14.2,24.0,19.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00558,2026-08-15 06:36:00,Puente Alto,32.9,12.0,8.7,Entregado a Tiempo,Sin Falla,Motocicleta,8200.0
ENV-2026-00559,2026-07-02 14:31:00,Las Condes,16.6,24.0,20.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5900.0
ENV-2026-00560,2026-07-11 15:00:00,La Florida,15.2,24.0,18.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5200.0
ENV-2026-00561,2026-08-21 14:46:00,Quilicura,12.5,24.0,38.2,Fallido,Zona Inaccesible,Motocicleta,5200.0
ENV-2026-00562,2026-07-15 09:00:00,Puente Alto,24.2,24.0,26.9,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,7000.0
ENV-2026-00563,2026-08-20 18:45:00,Las Condes,12.3,48.0,28.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00564,2026-08-21 18:59:00,La Florida,22.6,12.0,30.7,Fallido,Cliente Ausente,Furgón 1.5T,6900.0
ENV-2026-00565,2026-08-26 03:50:00,San Bernardo,32.3,48.0,56.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7800.0
ENV-2026-00566,2026-08-06 07:03:00,Pudahuel,12.8,12.0,8.5,Entregado a Tiempo,Sin Falla,Motocicleta,4700.0
