ID_Orden,Fecha,Region,Canal_Venta,Categoria,Producto,Precio_Unitario_USD,Cantidad,Descuento,Venta_Total_USD
ORD-00449,2024-08-19,Valparaíso,Sitio Web,Periféricos,Mouse Inalámbrico Pro,424.0,1,0.1,381.6
ORD-00450,2024-08-05,Valparaíso,Marketplace,Componentes,Memoria RAM 32GB DDR5,193.0,6,0.0,1158.0
ORD-00451,2024-07-13,Valparaíso,Marketplace,Notebooks,Laptop Gamer i7 16GB,939.0,3,0.1,2535.3
ORD-00452,2024-07-21,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,432.0,6,0.1,2332.8
ORD-00453,2024-05-11,RM Santiago,Marketplace,Notebooks,Ultrabook Ryzen 7,1021.0,4,0.0,4084.0
ORD-00454,2024-08-16,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,425.0,7,0.15,2528.75
ORD-00455,2024-09-20,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,205.0,2,0.05,389.5
ORD-00456,2024-01-23,Valparaíso,Sitio Web,Componentes,Disco SSD NVMe 2TB,462.0,2,0.0,924.0
ORD-00457,2024-09-06,Valparaíso,Marketplace,Notebooks,Laptop Gamer i7 16GB,889.0,3,0.1,2400.3
ORD-00458,2024-08-28,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,740.0,6,0.1,3996.0
ORD-00459,2024-11-20,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',437.0,2,0.0,874.0
ORD-00460,2024-01-27,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,369.0,3,0.15,940.95
ORD-00461,2024-06-26,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,261.0,6,0.15,1331.1
ORD-00462,2024-05-09,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,1152.0,6,0.15,5875.2
ORD-00463,2024-07-28,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,716.0,7,0.15,4260.2
ORD-00464,2024-07-22,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,601.0,3,0.0,1803.0
ORD-00465,2024-08-21,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,1078.0,4,0.05,4096.4
ORD-00466,2024-12-08,Antofagasta,Sitio Web,Monitores,Monitor Gaming 144Hz 27',261.0,2,0.1,469.8
ORD-00467,2024-12-20,Antofagasta,App Móvil,Periféricos,Teclado Mecánico RGB,342.0,1,0.0,342.0
ORD-00468,2024-10-24,RM Santiago,Sitio Web,Monitores,Monitor Gaming 144Hz 27',80.0,6,0.1,432.0
ORD-00469,2024-04-14,Biobío,App Móvil,Monitores,Monitor Gaming 144Hz 27',1071.0,5,0.15,4551.75
ORD-00470,2024-11-01,RM Santiago,Sitio Web,Monitores,Monitor 4K 32' UltraWide,1066.0,1,0.1,959.4
ORD-00471,2024-11-16,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,290.0,7,0.1,1827.0
ORD-00472,2024-06-10,RM Santiago,Marketplace,Monitores,Monitor 4K 32' UltraWide,1085.0,5,0.15,4611.25
ORD-00473,2024-01-05,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,365.0,5,0.1,1642.5
ORD-00474,2024-12-27,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,798.0,4,0.05,3032.4
ORD-00475,2024-07-06,RM Santiago,Sitio Web,Componentes,Tarjeta de Video RTX 4070,365.0,2,0.0,730.0
ORD-00476,2024-02-23,Biobío,Sitio Web,Componentes,Disco SSD NVMe 2TB,750.0,7,0.0,5250.0
ORD-00477,2024-07-31,Biobío,Marketplace,Notebooks,Ultrabook Ryzen 7,199.0,6,0.1,1074.6
ORD-00478,2024-09-23,Biobío,Sitio Web,Monitores,Monitor 4K 32' UltraWide,434.0,1,0.05,412.3
ORD-00479,2024-04-01,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,247.0,6,0.15,1259.7
ORD-00480,2024-12-15,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,127.0,3,0.05,361.95
ORD-00481,2024-01-22,Antofagasta,Marketplace,Monitores,Monitor Gaming 144Hz 27',251.0,3,0.15,640.05
ORD-00482,2024-12-04,Biobío,App Móvil,Notebooks,MacBook Pro M3,247.0,2,0.15,419.9
ORD-00483,2024-08-12,Biobío,Marketplace,Componentes,Memoria RAM 32GB DDR5,740.0,1,0.05,703.0
ORD-00484,2024-11-05,RM Santiago,App Móvil,Notebooks,MacBook Pro M3,431.0,1,0.0,431.0
ORD-00485,2024-07-17,RM Santiago,App Móvil,Notebooks,MacBook Pro M3,344.0,1,0.0,344.0
ORD-00486,2024-01-25,RM Santiago,Sitio Web,Monitores,Monitor 4K 32' UltraWide,1043.0,4,0.15,3546.2
ORD-00487,2024-01-14,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,451.0,6,0.05,2570.7
ORD-00488,2024-08-03,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,1103.0,7,0.15,6562.85
ORD-00489,2024-08-14,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,648.0,1,0.0,648.0
ORD-00490,2024-01-05,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,100.0,5,0.0,500.0
ORD-00491,2024-07-03,Antofagasta,Sitio Web,Periféricos,Teclado Mecánico RGB,95.0,3,0.1,256.5
ORD-00492,2024-07-11,Antofagasta,Marketplace,Periféricos,Audífonos Noise Cancelling,131.0,4,0.0,524.0
ORD-00493,2024-08-10,RM Santiago,Marketplace,Notebooks,Ultrabook Ryzen 7,535.0,6,0.1,2889.0
ORD-00494,2024-09-20,Biobío,Marketplace,Periféricos,Teclado Mecánico RGB,768.0,2,0.15,1305.6
ORD-00495,2024-12-01,Biobío,Sitio Web,Periféricos,Audífonos Noise Cancelling,619.0,3,0.1,1671.3
ORD-00496,2024-12-15,RM Santiago,Marketplace,Monitores,Monitor 4K 32' UltraWide,144.0,1,0.05,136.8
ORD-00497,2024-01-02,RM Santiago,Marketplace,Componentes,Memoria RAM 32GB DDR5,214.0,2,0.15,363.8
ORD-00498,2024-11-27,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,1144.0,4,0.15,3889.6
ORD-00499,2024-06-01,Antofagasta,App Móvil,Componentes,Tarjeta de Video RTX 4070,589.0,1,0.15,500.65
ORD-00500,2024-11-16,Biobío,Marketplace,Componentes,Tarjeta de Video RTX 4070,1092.0,3,0.15,2784.6
ORD-00501,2024-12-22,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,1140.0,1,0.05,1083.0
ORD-00502,2024-09-19,Antofagasta,Marketplace,Monitores,Monitor Gaming 144Hz 27',392.0,6,0.05,2234.4
ORD-00503,2024-01-04,Valparaíso,App Móvil,Monitores,Monitor 4K 32' UltraWide,930.0,3,0.1,2511.0
ORD-00504,2024-10-23,Biobío,App Móvil,Periféricos,Mouse Inalámbrico Pro,719.0,5,0.15,3055.75
ORD-00505,2024-04-24,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',248.0,6,0.05,1413.6
ORD-00506,2024-12-13,Valparaíso,Marketplace,Componentes,Tarjeta de Video RTX 4070,110.0,6,0.15,561.0
ORD-00507,2024-05-31,Biobío,App Móvil,Notebooks,Laptop Gamer i7 16GB,1134.0,3,0.15,2891.7
ORD-00508,2024-09-29,Valparaíso,App Móvil,Monitores,Monitor 4K 32' UltraWide,799.0,3,0.15,2037.45
ORD-00509,2024-08-09,Antofagasta,Marketplace,Componentes,Tarjeta de Video RTX 4070,298.0,7,0.05,1981.7
ORD-00510,2024-01-06,Antofagasta,Marketplace,Notebooks,MacBook Pro M3,935.0,4,0.15,3179.0
ORD-00511,2024-11-18,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',51.0,5,0.1,229.5
ORD-00512,2024-05-25,Valparaíso,Sitio Web,Monitores,Monitor Gaming 144Hz 27',85.0,5,0.05,403.75
ORD-00513,2024-10-01,Valparaíso,Marketplace,Periféricos,Mouse Inalámbrico Pro,1074.0,5,0.15,4564.5
ORD-00514,2024-10-31,Valparaíso,Sitio Web,Monitores,Monitor Gaming 144Hz 27',908.0,3,0.15,2315.4
ORD-00515,2024-11-14,Antofagasta,Marketplace,Componentes,Disco SSD NVMe 2TB,794.0,2,0.05,1508.6
ORD-00516,2024-12-25,RM Santiago,App Móvil,Notebooks,Laptop Gamer i7 16GB,917.0,1,0.05,871.15
ORD-00517,2024-11-03,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,683.0,3,0.1,1844.1
ORD-00518,2024-10-05,Antofagasta,Marketplace,Periféricos,Audífonos Noise Cancelling,531.0,7,0.15,3159.45
ORD-00519,2024-12-21,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,790.0,7,0.15,4700.5
ORD-00520,2024-01-13,RM Santiago,App Móvil,Monitores,Monitor Gaming 144Hz 27',683.0,6,0.0,4098.0
ORD-00521,2024-09-12,RM Santiago,Sitio Web,Monitores,Monitor 4K 32' UltraWide,913.0,3,0.05,2602.05
ORD-00522,2024-09-06,Biobío,Sitio Web,Componentes,Tarjeta de Video RTX 4070,728.0,7,0.1,4586.4
ORD-00523,2024-06-28,Biobío,Marketplace,Periféricos,Teclado Mecánico RGB,937.0,6,0.15,4778.7
ORD-00524,2024-04-20,RM Santiago,Sitio Web,Periféricos,Teclado Mecánico RGB,512.0,5,0.0,2560.0
ORD-00525,2024-11-25,RM Santiago,Marketplace,Periféricos,Audífonos Noise Cancelling,1042.0,4,0.0,4168.0
ORD-00526,2024-04-29,Biobío,App Móvil,Componentes,Memoria RAM 32GB DDR5,749.0,3,0.05,2134.65
ORD-00527,2024-07-21,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,1006.0,1,0.05,955.7
ORD-00528,2024-07-29,Biobío,Marketplace,Notebooks,Ultrabook Ryzen 7,198.0,4,0.0,792.0
ORD-00529,2024-05-25,Valparaíso,Marketplace,Notebooks,Ultrabook Ryzen 7,812.0,6,0.0,4872.0
ORD-00530,2024-06-20,Antofagasta,App Móvil,Monitores,Monitor 4K 32' UltraWide,775.0,7,0.1,4882.5
ORD-00531,2024-10-29,RM Santiago,App Móvil,Periféricos,Audífonos Noise Cancelling,1069.0,6,0.1,5772.6
ORD-00532,2024-07-21,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',941.0,4,0.05,3575.8
ORD-00533,2024-01-15,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,198.0,2,0.1,356.4
ORD-00534,2024-11-10,Valparaíso,App Móvil,Monitores,Monitor 4K 32' UltraWide,498.0,2,0.1,896.4
ORD-00535,2024-08-02,Biobío,Sitio Web,Componentes,Disco SSD NVMe 2TB,82.0,7,0.1,516.6
ORD-00536,2024-04-28,RM Santiago,Sitio Web,Monitores,Monitor Gaming 144Hz 27',306.0,1,0.15,260.1
ORD-00537,2024-06-22,Biobío,App Móvil,Componentes,Disco SSD NVMe 2TB,827.0,5,0.0,4135.0
ORD-00538,2024-03-10,RM Santiago,Marketplace,Notebooks,MacBook Pro M3,258.0,1,0.0,258.0
ORD-00539,2024-06-09,RM Santiago,Marketplace,Notebooks,Laptop Gamer i7 16GB,161.0,1,0.1,144.9
ORD-00540,2024-09-26,Antofagasta,Sitio Web,Monitores,Monitor 4K 32' UltraWide,87.0,6,0.0,522.0
ORD-00541,2024-03-13,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,244.0,3,0.05,695.4
ORD-00542,2024-07-08,RM Santiago,App Móvil,Componentes,Disco SSD NVMe 2TB,962.0,6,0.15,4906.2
ORD-00543,2024-09-02,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,291.0,2,0.1,523.8
ORD-00544,2024-04-10,Valparaíso,App Móvil,Notebooks,Laptop Gamer i7 16GB,63.0,1,0.0,63.0
ORD-00545,2024-08-22,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',313.0,5,0.0,1565.0
ORD-00546,2024-11-01,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',528.0,6,0.15,2692.8
ORD-00547,2024-12-03,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,834.0,2,0.0,1668.0
ORD-00548,2024-11-08,Antofagasta,App Móvil,Componentes,Tarjeta de Video RTX 4070,844.0,3,0.15,2152.2
ORD-00549,2024-05-22,Valparaíso,Marketplace,Periféricos,Audífonos Noise Cancelling,873.0,1,0.1,785.7
ORD-00550,2024-02-18,Antofagasta,Marketplace,Componentes,Memoria RAM 32GB DDR5,502.0,2,0.1,903.6
ORD-00551,2024-12-13,Biobío,App Móvil,Notebooks,Laptop Gamer i7 16GB,892.0,2,0.0,1784.0
ORD-00552,2024-09-12,Antofagasta,Marketplace,Monitores,Monitor Gaming 144Hz 27',905.0,6,0.0,5430.0
ORD-00553,2024-08-25,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,286.0,5,0.05,1358.5
ORD-00554,2024-06-27,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,527.0,3,0.0,1581.0
ORD-00555,2024-08-13,Antofagasta,Marketplace,Periféricos,Mouse Inalámbrico Pro,743.0,3,0.15,1894.65
ORD-00556,2024-01-01,Biobío,App Móvil,Componentes,Tarjeta de Video RTX 4070,1083.0,6,0.1,5848.2
ORD-00557,2024-09-17,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,436.0,7,0.1,2746.8
ORD-00558,2024-12-12,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,157.0,2,0.0,314.0
ORD-00559,2024-12-18,Biobío,App Móvil,Notebooks,Ultrabook Ryzen 7,713.0,5,0.1,3208.5
ORD-00560,2024-02-13,RM Santiago,App Móvil,Monitores,Monitor Gaming 144Hz 27',820.0,1,0.0,820.0
ORD-00561,2024-03-08,RM Santiago,Sitio Web,Periféricos,Teclado Mecánico RGB,50.0,4,0.0,200.0
ORD-00562,2024-07-06,RM Santiago,Marketplace,Notebooks,MacBook Pro M3,729.0,5,0.1,3280.5
ORD-00563,2024-09-18,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',1072.0,1,0.0,1072.0
ORD-00564,2024-08-28,Biobío,App Móvil,Periféricos,Mouse Inalámbrico Pro,34.0,7,0.15,202.3
ORD-00565,2024-10-26,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,616.0,1,0.15,523.6
ORD-00566,2024-12-19,RM Santiago,Sitio Web,Periféricos,Teclado Mecánico RGB,412.0,2,0.05,782.8
ORD-00567,2024-08-14,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',585.0,3,0.0,1755.0
ORD-00568,2024-07-25,Biobío,Sitio Web,Periféricos,Mouse Inalámbrico Pro,586.0,6,0.15,2988.6
ORD-00569,2024-09-19,Antofagasta,Marketplace,Periféricos,Mouse Inalámbrico Pro,412.0,2,0.05,782.8
ORD-00570,2024-02-20,Antofagasta,App Móvil,Periféricos,Teclado Mecánico RGB,471.0,5,0.0,2355.0
ORD-00571,2024-03-12,Antofagasta,Marketplace,Monitores,Monitor Gaming 144Hz 27',603.0,2,0.0,1206.0
ORD-00572,2024-09-19,RM Santiago,Sitio Web,Periféricos,Teclado Mecánico RGB,115.0,5,0.1,517.5
ORD-00573,2024-05-20,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',476.0,6,0.05,2713.2
ORD-00574,2024-07-06,Valparaíso,App Móvil,Periféricos,Mouse Inalámbrico Pro,1044.0,7,0.15,6211.8
ORD-00575,2024-12-02,Antofagasta,Marketplace,Periféricos,Mouse Inalámbrico Pro,840.0,2,0.15,1428.0
ORD-00576,2024-12-25,Valparaíso,Sitio Web,Periféricos,Mouse Inalámbrico Pro,896.0,6,0.0,5376.0
ORD-00577,2024-12-16,RM Santiago,Sitio Web,Monitores,Monitor 4K 32' UltraWide,420.0,6,0.15,2142.0
ORD-00578,2024-03-02,RM Santiago,Sitio Web,Componentes,Disco SSD NVMe 2TB,476.0,6,0.15,2427.6
ORD-00579,2024-09-18,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',894.0,2,0.0,1788.0
ORD-00580,2024-04-02,Valparaíso,Sitio Web,Notebooks,Laptop Gamer i7 16GB,74.0,1,0.1,66.6
ORD-00581,2024-07-25,RM Santiago,App Móvil,Notebooks,MacBook Pro M3,986.0,7,0.15,5866.7
ORD-00582,2024-03-09,Valparaíso,Sitio Web,Periféricos,Teclado Mecánico RGB,304.0,1,0.0,304.0
ORD-00583,2024-07-15,RM Santiago,Sitio Web,Notebooks,MacBook Pro M3,749.0,4,0.1,2696.4
ORD-00584,2024-07-26,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,753.0,1,0.15,640.05
ORD-00585,2024-04-16,RM Santiago,App Móvil,Notebooks,Laptop Gamer i7 16GB,766.0,3,0.15,1953.3
ORD-00586,2024-10-05,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',848.0,6,0.05,4833.6
ORD-00587,2024-01-14,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,1020.0,2,0.0,2040.0
ORD-00588,2024-01-02,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,772.0,1,0.1,694.8
ORD-00589,2024-02-03,RM Santiago,Sitio Web,Periféricos,Mouse Inalámbrico Pro,671.0,7,0.15,3992.45
ORD-00590,2024-04-28,Biobío,Sitio Web,Monitores,Monitor 4K 32' UltraWide,756.0,3,0.1,2041.2
ORD-00591,2024-11-14,Biobío,App Móvil,Notebooks,MacBook Pro M3,189.0,2,0.15,321.3
ORD-00592,2024-11-07,Antofagasta,App Móvil,Periféricos,Mouse Inalámbrico Pro,336.0,7,0.15,1999.2
ORD-00593,2024-06-15,RM Santiago,Marketplace,Monitores,Monitor Gaming 144Hz 27',338.0,2,0.0,676.0
ORD-00594,2024-11-27,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,1081.0,6,0.05,6161.7
ORD-00595,2024-11-08,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,84.0,4,0.05,319.2
ORD-00596,2024-05-31,RM Santiago,Marketplace,Periféricos,Teclado Mecánico RGB,375.0,4,0.0,1500.0
ORD-00597,2024-04-19,Biobío,App Móvil,Componentes,Disco SSD NVMe 2TB,1153.0,4,0.15,3920.2
ORD-00598,2024-10-26,Valparaíso,App Móvil,Notebooks,MacBook Pro M3,153.0,7,0.15,910.35
ORD-00599,2024-05-20,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',454.0,3,0.15,1157.7
ORD-00600,2024-05-06,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',273.0,7,0.1,1719.9
ORD-00601,2024-06-03,Valparaíso,App Móvil,Componentes,Memoria RAM 32GB DDR5,566.0,4,0.0,2264.0
ORD-00602,2024-12-01,RM Santiago,App Móvil,Monitores,Monitor 4K 32' UltraWide,1133.0,3,0.0,3399.0
ORD-00603,2024-06-08,Valparaíso,App Móvil,Periféricos,Teclado Mecánico RGB,461.0,2,0.15,783.7
ORD-00604,2024-12-20,Valparaíso,Marketplace,Componentes,Memoria RAM 32GB DDR5,1113.0,5,0.05,5286.75
ORD-00605,2024-02-08,Biobío,Sitio Web,Monitores,Monitor 4K 32' UltraWide,789.0,4,0.1,2840.4
ORD-00606,2024-12-26,Antofagasta,Sitio Web,Monitores,Monitor 4K 32' UltraWide,127.0,6,0.1,685.8
ORD-00607,2024-06-12,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,1072.0,6,0.15,5467.2
ORD-00608,2024-04-21,Valparaíso,Marketplace,Componentes,Tarjeta de Video RTX 4070,535.0,6,0.1,2889.0
ORD-00609,2024-10-03,Antofagasta,Sitio Web,Notebooks,Ultrabook Ryzen 7,231.0,4,0.05,877.8
ORD-00610,2024-06-13,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,1127.0,4,0.05,4282.6
ORD-00611,2024-04-28,Biobío,App Móvil,Componentes,Disco SSD NVMe 2TB,87.0,4,0.1,313.2
ORD-00612,2024-11-04,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',28.0,3,0.1,75.6
ORD-00613,2024-07-24,Valparaíso,Marketplace,Componentes,Memoria RAM 32GB DDR5,389.0,7,0.15,2314.55
ORD-00614,2024-04-29,RM Santiago,App Móvil,Periféricos,Audífonos Noise Cancelling,651.0,5,0.15,2766.75
ORD-00615,2024-01-18,Biobío,Marketplace,Periféricos,Mouse Inalámbrico Pro,336.0,5,0.15,1428.0
ORD-00616,2024-01-20,Biobío,Sitio Web,Componentes,Memoria RAM 32GB DDR5,949.0,7,0.15,5646.55
ORD-00617,2024-05-10,Antofagasta,Sitio Web,Monitores,Monitor Gaming 144Hz 27',549.0,4,0.15,1866.6
ORD-00618,2024-02-04,RM Santiago,Marketplace,Notebooks,Ultrabook Ryzen 7,354.0,4,0.0,1416.0
ORD-00619,2024-12-19,Valparaíso,App Móvil,Notebooks,Ultrabook Ryzen 7,786.0,6,0.05,4480.2
ORD-00620,2024-05-25,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,1187.0,7,0.1,7478.1
ORD-00621,2024-10-17,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,547.0,7,0.15,3254.65
ORD-00622,2024-10-09,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,41.0,3,0.15,104.55
ORD-00623,2024-09-14,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',1125.0,6,0.15,5737.5
ORD-00624,2024-08-17,Antofagasta,Marketplace,Periféricos,Mouse Inalámbrico Pro,226.0,5,0.15,960.5
ORD-00625,2024-06-27,Antofagasta,Marketplace,Periféricos,Audífonos Noise Cancelling,803.0,4,0.0,3212.0
ORD-00626,2024-01-09,Antofagasta,App Móvil,Componentes,Memoria RAM 32GB DDR5,316.0,1,0.0,316.0
ORD-00627,2024-07-05,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',316.0,3,0.0,948.0
ORD-00628,2024-11-07,RM Santiago,Sitio Web,Notebooks,Ultrabook Ryzen 7,266.0,1,0.15,226.1
ORD-00629,2024-11-04,RM Santiago,App Móvil,Monitores,Monitor Gaming 144Hz 27',610.0,4,0.1,2196.0
ORD-00630,2024-05-11,RM Santiago,App Móvil,Notebooks,Laptop Gamer i7 16GB,813.0,3,0.15,2073.15
ORD-00631,2024-07-17,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,1012.0,7,0.0,7084.0
ORD-00632,2024-12-07,Antofagasta,App Móvil,Notebooks,Ultrabook Ryzen 7,268.0,4,0.05,1018.4
ORD-00633,2024-01-07,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',53.0,2,0.1,95.4
ORD-00634,2024-06-15,Antofagasta,Sitio Web,Monitores,Monitor Gaming 144Hz 27',319.0,7,0.0,2233.0
ORD-00635,2024-03-29,Valparaíso,Marketplace,Periféricos,Audífonos Noise Cancelling,742.0,6,0.05,4229.4
ORD-00636,2024-05-11,Biobío,Sitio Web,Periféricos,Audífonos Noise Cancelling,308.0,4,0.0,1232.0
ORD-00637,2024-06-22,Valparaíso,Marketplace,Notebooks,Laptop Gamer i7 16GB,521.0,2,0.15,885.7
ORD-00638,2024-01-25,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,982.0,1,0.05,932.9
ORD-00639,2024-01-22,Biobío,Sitio Web,Componentes,Memoria RAM 32GB DDR5,1076.0,7,0.1,6778.8
ORD-00640,2024-04-17,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',469.0,1,0.15,398.65
ORD-00641,2024-08-01,RM Santiago,Marketplace,Periféricos,Audífonos Noise Cancelling,637.0,1,0.15,541.45
ORD-00642,2024-02-03,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,545.0,6,0.05,3106.5
ORD-00643,2024-01-09,RM Santiago,Sitio Web,Monitores,Monitor 4K 32' UltraWide,672.0,5,0.15,2856.0
ORD-00644,2024-01-06,Valparaíso,Marketplace,Componentes,Tarjeta de Video RTX 4070,513.0,2,0.05,974.7
ORD-00645,2024-10-12,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',613.0,5,0.05,2911.75
ORD-00646,2024-08-01,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,34.0,4,0.05,129.2
ORD-00647,2024-03-08,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,432.0,6,0.1,2332.8
ORD-00648,2024-04-24,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,606.0,6,0.05,3454.2
ORD-00649,2024-10-08,Biobío,App Móvil,Periféricos,Teclado Mecánico RGB,459.0,3,0.1,1239.3
ORD-00650,2024-05-06,Biobío,Sitio Web,Notebooks,Ultrabook Ryzen 7,747.0,3,0.05,2128.95
ORD-00651,2024-03-10,Biobío,App Móvil,Notebooks,Ultrabook Ryzen 7,184.0,5,0.0,920.0
ORD-00652,2024-03-30,Antofagasta,App Móvil,Notebooks,MacBook Pro M3,528.0,5,0.0,2640.0
ORD-00653,2024-08-22,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',922.0,4,0.15,3134.8
ORD-00654,2024-05-01,Biobío,Sitio Web,Periféricos,Mouse Inalámbrico Pro,1173.0,6,0.15,5982.3
ORD-00655,2024-06-19,RM Santiago,App Móvil,Monitores,Monitor 4K 32' UltraWide,663.0,7,0.05,4408.95
ORD-00656,2024-01-04,Biobío,App Móvil,Monitores,Monitor 4K 32' UltraWide,1178.0,5,0.0,5890.0
ORD-00657,2024-06-15,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,1046.0,4,0.0,4184.0
ORD-00658,2024-12-27,Biobío,Marketplace,Notebooks,Ultrabook Ryzen 7,60.0,2,0.1,108.0
ORD-00659,2024-07-16,Biobío,Marketplace,Notebooks,Laptop Gamer i7 16GB,203.0,1,0.0,203.0
ORD-00660,2024-11-04,Valparaíso,Marketplace,Notebooks,Ultrabook Ryzen 7,682.0,7,0.0,4774.0
ORD-00661,2024-03-13,Antofagasta,App Móvil,Monitores,Monitor 4K 32' UltraWide,802.0,7,0.15,4771.9
ORD-00662,2024-03-24,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,1138.0,6,0.0,6828.0
ORD-00663,2024-09-22,RM Santiago,Marketplace,Componentes,Memoria RAM 32GB DDR5,601.0,1,0.1,540.9
ORD-00664,2024-01-29,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,941.0,3,0.05,2681.85
ORD-00665,2024-05-10,Valparaíso,App Móvil,Notebooks,MacBook Pro M3,779.0,5,0.0,3895.0
ORD-00666,2024-10-29,RM Santiago,Marketplace,Monitores,Monitor 4K 32' UltraWide,910.0,7,0.0,6370.0
ORD-00667,2024-12-15,Biobío,App Móvil,Notebooks,Ultrabook Ryzen 7,588.0,3,0.15,1499.4
ORD-00668,2024-04-24,Antofagasta,Sitio Web,Notebooks,Ultrabook Ryzen 7,213.0,4,0.05,809.4
ORD-00669,2024-05-09,Biobío,App Móvil,Componentes,Tarjeta de Video RTX 4070,312.0,3,0.15,795.6
ORD-00670,2024-04-04,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',980.0,6,0.05,5586.0
ORD-00671,2024-08-14,Antofagasta,App Móvil,Notebooks,Ultrabook Ryzen 7,1084.0,4,0.05,4119.2
ORD-00672,2024-07-30,RM Santiago,Marketplace,Periféricos,Audífonos Noise Cancelling,56.0,6,0.1,302.4
ORD-00673,2024-04-25,Antofagasta,App Móvil,Notebooks,MacBook Pro M3,858.0,6,0.1,4633.2
