ID_Ticket,Fecha_Apertura,Fecha_Cierre,Pais,Plataforma,Canal_Atencion,Categoria_Problema,Prioridad,Tiempo_Resolucion_Horas,CSAT_Satisfaccion
TCK-2024-00370,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Smart TV,Redes Sociales,Interfaz No Responsiva / UX,Alta,47.71,3
TCK-2024-00371,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,5.47,4
TCK-2024-00372,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00373,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,Formulario App,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00374,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Web Browser,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00375,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00376,2026-08-27 10:52:04,2026-08-27 21:46:43,México,iOS,ChatBot Web,Falla en Reproducción / Error System,Crítica,10.91,4
TCK-2024-00377,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,3
TCK-2024-00378,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Android,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00379,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00380,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00381,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00382,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Android,Formulario App,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00383,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Android,ChatBot Web,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00384,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,iOS,Email Soporte,Interfaz No Responsiva / UX,Crítica,47.71,2
TCK-2024-00385,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Smart TV,Email Soporte,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00386,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00387,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00388,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00389,2026-08-27 11:09:57,2026-08-31 21:45:31,México,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00390,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,iOS,Redes Sociales,Falla en Reproducción / Error System,Crítica,10.91,2
TCK-2024-00391,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Alta,47.71,1
TCK-2024-00392,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Smart TV,Redes Sociales,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00393,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00394,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,iOS,Formulario App,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00395,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Android,ChatBot Web,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00396,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Crítica,106.59,1
TCK-2024-00397,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,10.91,4
TCK-2024-00398,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00399,2026-08-22 20:22:44,2026-08-23 01:50:47,México,iOS,Redes Sociales,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00400,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Web Browser,Email Soporte,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00401,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00402,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Web Browser,Email Soporte,Falla en Reproducción / Error System,Crítica,96.26,1
TCK-2024-00403,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,iOS,Email Soporte,Falla en Reproducción / Error System,Alta,106.59,2
TCK-2024-00404,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00405,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,3
TCK-2024-00406,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,iOS,Email Soporte,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00407,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,ChatBot Web,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00408,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,Redes Sociales,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00409,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,3
TCK-2024-00410,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Alta,106.59,2
TCK-2024-00411,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00412,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00413,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00414,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,Email Soporte,Error de Autenticación / Login,Crítica,2.27,5
TCK-2024-00415,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Email Soporte,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00416,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Android,Redes Sociales,Falla en Reproducción / Error System,Alta,96.26,2
TCK-2024-00417,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Crítica,106.59,3
TCK-2024-00418,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00419,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Smart TV,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00420,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Web Browser,Redes Sociales,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00421,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00422,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Android,Redes Sociales,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00423,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,iOS,ChatBot Web,Falla en Reproducción / Error System,Alta,96.26,2
TCK-2024-00424,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00425,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Smart TV,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00426,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Web Browser,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00427,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00428,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Smart TV,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00429,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00430,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,iOS,Redes Sociales,Falla en Reproducción / Error System,Baja,96.26,3
TCK-2024-00431,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,iOS,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00432,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,10.91,4
TCK-2024-00433,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Android,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00434,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,iOS,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00435,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Smart TV,Email Soporte,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00436,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Android,Redes Sociales,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00437,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00438,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00439,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,iOS,Formulario App,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00440,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Formulario App,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00441,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Android,Email Soporte,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00442,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Smart TV,Redes Sociales,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00443,2026-08-29 06:16:18,2026-08-29 17:02:41,México,iOS,Email Soporte,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00444,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00445,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Formulario App,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00446,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00447,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Web Browser,Formulario App,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00448,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,Formulario App,Error de Autenticación / Login,Alta,5.47,4
TCK-2024-00449,2026-09-01 18:05:02,2026-09-01 20:21:02,México,iOS,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00450,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Smart TV,Email Soporte,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00451,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,3
TCK-2024-00452,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Android,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00453,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00454,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00455,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Smart TV,Formulario App,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00456,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00457,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,Redes Sociales,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00458,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Alta,96.26,3
TCK-2024-00459,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,3
TCK-2024-00460,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,iOS,Email Soporte,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00461,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Redes Sociales,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00462,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00463,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,iOS,ChatBot Web,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00464,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00465,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00466,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00467,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,iOS,ChatBot Web,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00468,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00469,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,iOS,Email Soporte,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00470,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Formulario App,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00471,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00472,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,Email Soporte,Falla en Reproducción / Error System,Crítica,96.26,2
TCK-2024-00473,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Smart TV,Email Soporte,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00474,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00475,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00476,2026-08-22 20:22:44,2026-08-23 01:50:47,México,iOS,Formulario App,Error de Autenticación / Login,Baja,5.47,2
TCK-2024-00477,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Formulario App,Error de Autenticación / Login,Crítica,2.27,4
TCK-2024-00478,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Web Browser,Email Soporte,Error de Autenticación / Login,Crítica,10.77,2
TCK-2024-00479,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Android,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00480,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,3
TCK-2024-00481,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00482,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00483,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,Redes Sociales,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00484,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Redes Sociales,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00485,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,Formulario App,Error de Autenticación / Login,Crítica,10.77,4
TCK-2024-00486,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00487,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,iOS,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00488,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00489,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,iOS,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00490,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Android,Redes Sociales,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00491,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Android,Formulario App,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00492,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Android,Formulario App,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00493,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,Formulario App,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00494,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Crítica,106.59,3
TCK-2024-00495,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,2
TCK-2024-00496,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00497,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,Formulario App,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00498,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Alta,2.27,4
TCK-2024-00499,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00500,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00501,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Android,ChatBot Web,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00502,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Android,Email Soporte,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00503,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,iOS,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00504,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,Email Soporte,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00505,2026-09-01 18:05:02,2026-09-01 20:21:02,México,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00506,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,Email Soporte,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00507,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,Formulario App,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00508,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Crítica,106.59,1
TCK-2024-00509,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Android,ChatBot Web,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00510,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Smart TV,ChatBot Web,Interfaz No Responsiva / UX,Alta,47.71,2
TCK-2024-00511,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,Redes Sociales,Error de Autenticación / Login,Crítica,5.47,2
TCK-2024-00512,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00513,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,Formulario App,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00514,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00515,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Android,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00516,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Android,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00517,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00518,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,Redes Sociales,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00519,2026-09-01 18:05:02,2026-09-01 20:21:02,México,iOS,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00520,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,iOS,Redes Sociales,Error de Autenticación / Login,Crítica,10.77,2
TCK-2024-00521,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Web Browser,Email Soporte,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00522,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00523,2026-08-27 10:52:04,2026-08-27 21:46:43,México,iOS,Formulario App,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00524,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Android,Redes Sociales,Interfaz No Responsiva / UX,Alta,47.71,1
TCK-2024-00525,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00526,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Android,Redes Sociales,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00527,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,iOS,Redes Sociales,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00528,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00529,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Android,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00530,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Crítica,10.91,4
TCK-2024-00531,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00532,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Alta,5.47,3
TCK-2024-00533,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Email Soporte,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00534,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Web Browser,Redes Sociales,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00535,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,Formulario App,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00536,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Formulario App,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00537,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00538,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Web Browser,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00539,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Android,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00540,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Web Browser,Email Soporte,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00541,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00542,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Crítica,96.26,1
TCK-2024-00543,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00544,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00545,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00546,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,Formulario App,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00547,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00548,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00549,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00550,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00551,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00552,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Email Soporte,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00553,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,5.47,2
TCK-2024-00554,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,2.27,4
